Zip,City,State,Latitude,Longitude,geopoint,Demand,DC_Candidate
33578,St. Leo,FL,28.331186,-82.252917,"28.331186,-82.252917",5685,0
55379,Shakopee,MN,44.776138,-93.52556,"44.776138,-93.52556",4120,0
10710,Yonkers,NY,40.96555,-73.84506,"40.96555,-73.84506",5810,0
19446,Lansdale,PA,40.237206,-75.29156,"40.237206,-75.29156",6393,0
19403,Norristown,PA,40.146069,-75.38378,"40.146069,-75.38378",4525,0
08520,Hightstown,NJ,40.262809,-74.53246,"40.262809,-74.53246",4222,0
38117,Memphis,TN,35.112929,-89.90389,"35.112929,-89.90389",7676,0
02891,Westerly,RI,41.354881,-71.80387,"41.354881,-71.80387",4236,0
06057,New Hartford,CT,41.852712,-73.00492,"41.852712,-73.00492",6153,0
32712,Apopka,FL,28.713173,-81.52359,"28.713173,-81.52359",7285,0
94015,Daly City,CA,37.682583,-122.48209,"37.682583,-122.48209",7590,0
97914,Ontario,OR,44.057074,-116.99148,"44.057074,-116.99148",4612,0
78239,San Antonio,TX,29.51613,-98.36161,"29.51613,-98.36161",7632,0
75080,Richardson,TX,32.969523,-96.74093,"32.969523,-96.74093",5576,0
54501,Rhinelander,WI,45.64672,-89.39408,"45.64672,-89.39408",4922,0
33181,Miami,FL,25.897372,-80.16048,"25.897372,-80.16048",7230,0
11720,Centereach,NY,40.868946,-73.08009,"40.868946,-73.08009",7461,0
94513,Brentwood,CA,37.932123,-121.70381,"37.932123,-121.70381",6191,0
85901,Show Low,AZ,34.271427,-110.03676,"34.271427,-110.03676",4959,0
22031,Fairfax,VA,38.859675,-77.26167,"38.859675,-77.26167",7557,0
53227,Milwaukee,WI,42.997647,-88.03717,"42.997647,-88.03717",7109,0
11239,Brooklyn,NY,40.645848,-73.87919,"40.645848,-73.87919",7643,0
00802,St Thomas,VI,18.322285,-64.963715,"18.322285,-64.963715",7697,1
31909,Columbus,GA,32.53554,-84.92583,"32.53554,-84.92583",4095,0
74120,Tulsa,OK,36.151143,-95.97747,"36.151143,-95.97747",6400,0
44130,Cleveland,OH,41.378051,-81.77945,"41.378051,-81.77945",6544,0
30501,Gainesville,GA,34.306643,-83.82352,"34.306643,-83.82352",6256,0
18431,Honesdale,PA,41.60032,-75.25102,"41.60032,-75.25102",6336,0
10509,Brewster,NY,41.41362,-73.59556,"41.41362,-73.59556",4062,0
19020,Bensalem,PA,40.10386,-74.93734,"40.10386,-74.93734",6442,0
82801,Sheridan,WY,44.801249,-106.96782,"44.801249,-106.96782",6444,0
93662,Selma,CA,36.566779,-119.62201,"36.566779,-119.62201",5629,0
16335,Meadville,PA,41.637502,-80.15214,"41.637502,-80.15214",7904,1
30004,Alpharetta,GA,34.119177,-84.30292,"34.119177,-84.30292",5437,0
19018,Primos,PA,39.922862,-75.29639,"39.922862,-75.29639",6394,0
20152,Chantilly,VA,38.90371,-77.5038,"38.90371,-77.5038",6023,0
60607,Chicago,IL,41.875882,-87.65114,"41.875882,-87.65114",4150,0
85037,Phoenix,AZ,33.493006,-112.25539,"33.493006,-112.25539",4403,0
77429,Cypress,TX,29.982746,-95.66597,"29.982746,-95.66597",6437,0
60659,Chicago,IL,41.991381,-87.70378,"41.991381,-87.70378",6852,0
55811,Duluth,MN,46.821489,-92.18242,"46.821489,-92.18242",4595,1
75237,Dallas,TX,32.666984,-96.87633,"32.666984,-96.87633",4127,0
30534,Dawsonville,GA,34.416521,-84.10849,"34.416521,-84.10849",5508,0
25438,Ranson,WV,39.300223,-77.8599,"39.300223,-77.8599",5797,0
92113,San Diego,CA,32.697402,-117.12001,"32.697402,-117.12001",7420,0
07080,South Plainfield,NJ,40.580703,-74.41401,"40.580703,-74.41401",6508,0
76262,Roanoke,TX,33.000177,-97.21871,"33.000177,-97.21871",7226,0
89801,Elko,NV,40.883028,-115.75016,"40.883028,-115.75016",7825,0
21215,Baltimore,MD,39.345456,-76.68038,"39.345456,-76.68038",5107,0
98106,Seattle,WA,47.53282,-122.35443,"47.53282,-122.35443",7980,0
06033,Glastonbury,CT,41.707932,-72.57085000000001,"41.707932,-72.57085",6022,0
53704,Madison,WI,43.121416,-89.34968,"43.121416,-89.34968",5159,1
63011,Ballwin,MO,38.601403,-90.55209,"38.601403,-90.55209",7252,0
30013,Conyers,GA,33.633685,-83.98382,"33.633685,-83.98382",4592,0
30064,Marietta,GA,33.946735,-84.602,"33.946735,-84.602",6461,1
33304,Fort Lauderdale,FL,26.137693,-80.12646,"26.137693,-80.12646",5024,0
82001,Cheyenne,WY,41.141281,-104.80208,"41.141281,-104.80208",7799,1
02370,Rockland,MA,42.129513,-70.91189,"42.129513,-70.91189",6767,0
04086,Topsham,ME,43.94674,-69.96163,"43.94674,-69.96163",7914,1
48150,Livonia,MI,42.365936,-83.36513,"42.365936,-83.36513",7836,0
73112,Oklahoma City,OK,35.517857,-97.57284,"35.517857,-97.57284",7715,1
76109,Fort Worth,TX,32.699565,-97.37808,"32.699565,-97.37808",4573,0
48609,Saginaw,MI,43.40153,-84.09438,"43.40153,-84.09438",6371,0
91722,Covina,CA,34.097708,-117.90698,"34.097708,-117.90698",7216,0
80011,Aurora,CO,39.739737,-104.80905,"39.739737,-104.80905",5904,0
43615,Toledo,OH,41.6522,-83.67037,"41.6522,-83.67037",5481,0
49512,Grand Rapids,MI,42.888821,-85.5616,"42.888821,-85.5616",7668,0
92029,Escondido,CA,33.087868,-117.11558,"33.087868,-117.11558",4116,0
33761,Clearwater,FL,28.032827,-82.72596,"28.032827,-82.72596",4741,0
95403,Santa Rosa,CA,38.480494,-122.74976,"38.480494,-122.74976",7839,0
03784,West Lebanon,NH,43.649781,-72.30594,"43.649781,-72.30594",4824,0
55077,Inver Grove Heights,MN,44.825391,-93.06893,"44.825391,-93.06893",5342,0
15010,Beaver Falls,PA,40.763899,-80.33572,"40.763899,-80.33572",7000,0
24202,Bristol,VA,36.645419,-82.18137,"36.645419,-82.18137",6608,0
93955,Seaside,CA,36.615813,-121.83461,"36.615813,-121.83461",5169,0
29640,Easley,SC,34.849655,-82.59365,"34.849655,-82.59365",5909,1
84780,Washington,UT,37.144146,-113.49671,"37.144146,-113.49671",7593,0
08054,Mount Laurel,NJ,39.949446,-74.90342,"39.949446,-74.90342",4492,0
98445,Tacoma,WA,47.148269,-122.41196,"47.148269,-122.41196",5214,0
94583,San Ramon,CA,37.75735,-121.95213,"37.75735,-121.95213",6127,0
80301,Boulder,CO,40.044385,-105.21928,"40.044385,-105.21928",4742,0
65202,Columbia,MO,39.00234,-92.30033,"39.00234,-92.30033",7278,0
90241,Downey,CA,33.942289,-118.12901,"33.942289,-118.12901",4417,0
80537,Loveland,CO,40.383636,-105.10349,"40.383636,-105.10349",5924,0
19008,Broomall,PA,39.974378,-75.36083,"39.974378,-75.36083",6960,0
97301,Salem,OR,44.926644,-122.98694,"44.926644,-122.98694",6276,0
78006,Boerne,TX,29.851666,-98.72932,"29.851666,-98.72932",5863,0
79413,Lubbock,TX,33.547735,-101.88881,"33.547735,-101.88881",7390,0
02917,Smithfield,RI,41.894499,-71.51646,"41.894499,-71.51646",7863,1
23235,Richmond,VA,37.522514,-77.56565,"37.522514,-77.56565",7931,0
78521,Brownsville,TX,25.918758,-97.42739,"25.918758,-97.42739",6414,0
55413,Minneapolis,MN,44.997665,-93.24927,"44.997665,-93.24927",4007,0
30701,Calhoun,GA,34.4966,-84.93798,"34.4966,-84.93798",6557,0
37801,Maryville,TN,35.709071,-84.05015,"35.709071,-84.05015",4790,0
07103,Newark,NJ,40.738501,-74.19507,"40.738501,-74.19507",5890,0
10573,Port Chester,NY,41.010376,-73.67326,"41.010376,-73.67326",6206,0
11003,Elmont,NY,40.700529,-73.70223,"40.700529,-73.70223",5782,0
49002,Portage,MI,42.210792,-85.55958,"42.210792,-85.55958",5616,0
75211,Dallas,TX,32.736931,-96.88253,"32.736931,-96.88253",5179,0
80465,Morrison,CO,39.620748,-105.18121,"39.620748,-105.18121",7631,0
07305,Jersey City,NJ,40.701302,-74.08843,"40.701302,-74.08843",4495,0
11355,Flushing,NY,40.749463,-73.81941,"40.749463,-73.81941",4626,0
54303,Green Bay,WI,44.530892,-88.04482,"44.530892,-88.04482",6571,0
93555,Ridgecrest,CA,35.599177,-117.68065,"35.599177,-117.68065",6007,0
96003,Redding,CA,40.641389,-122.34206,"40.641389,-122.34206",5870,0
97402,Eugene,OR,44.062231,-123.16804,"44.062231,-123.16804",4798,0
78209,San Antonio,TX,29.48618,-98.4568,"29.48618,-98.4568",6138,0
08234,Egg Harbor Township,NJ,39.398172,-74.59667,"39.398172,-74.59667",6338,0
02780,Taunton,MA,41.904888,-71.10288,"41.904888,-71.10288",6614,0
16001,Butler,PA,40.877664,-79.9113,"40.877664,-79.9113",5873,0
11581,Valley Stream,NY,40.651733,-73.71079,"40.651733,-73.71079",6723,0
34201,Bradenton,FL,27.400627,-82.47104,"27.400627,-82.47104",7143,0
80132,Monument,CO,39.098692,-104.8684,"39.098692,-104.8684",6925,0
84041,Layton,UT,41.07221,-111.97625,"41.07221,-111.97625",7899,0
76705,Waco,TX,31.609834,-97.08821,"31.609834,-97.08821",4624,0
81401,Montrose,CO,38.436409,-107.8625,"38.436409,-107.8625",4421,0
76063,Mansfield,TX,32.57701,-97.13485,"32.57701,-97.13485",5092,0
03431,Keene,NH,42.946418,-72.28616,"42.946418,-72.28616",4437,0
49431,Ludington,MI,43.967306,-86.43044,"43.967306,-86.43044",7085,0
74055,Owasso,OK,36.278298,-95.8305,"36.278298,-95.8305",6149,0
75218,Dallas,TX,32.842726,-96.69937,"32.842726,-96.69937",4787,0
07088,Vauxhall,NJ,40.718401,-74.28416,"40.718401,-74.28416",7947,0
87114,Albuquerque,NM,35.196446,-106.67336,"35.196446,-106.67336",7336,1
55434,Minneapolis,MN,45.164248,-93.2531,"45.164248,-93.2531",6912,0
32966,Vero Beach,FL,27.645377,-80.51468,"27.645377,-80.51468",5745,0
93306,Bakersfield,CA,35.396411,-118.92268,"35.396411,-118.92268",5221,0
95823,Sacramento,CA,38.477508,-121.44561,"38.477508,-121.44561",6428,0
85286,New River,AZ,33.850506,-112.05927,"33.850506,-112.05927",4100,0
05495,Williston,VT,44.44524,-73.09917,"44.44524,-73.09917",5409,1
07601,Hackensack,NJ,40.888678,-74.0488,"40.888678,-74.0488",4765,0
95304,Banta,CA,37.889849,-121.253872,"37.889849,-121.253872",5181,0
60490,Bolingbrook,IL,41.684752,-88.14203,"41.684752,-88.14203",4901,0
19406,King Of Prussia,PA,40.092941,-75.37525,"40.092941,-75.37525",4230,0
27587,Wake Forest,NC,35.97154,-78.52241,"35.97154,-78.52241",4504,0
95380,Turlock,CA,37.48858,-120.85196,"37.48858,-120.85196",5960,0
77043,Houston,TX,29.802473,-95.5618,"29.802473,-95.5618",6710,0
53044,Kohler,WI,43.740794,-87.78303,"43.740794,-87.78303",7102,0
18976,Warrington,PA,40.240295,-75.13458,"40.240295,-75.13458",6303,0
18360,Stroudsburg,PA,40.98314,-75.26026,"40.98314,-75.26026",6579,0
37922,Knoxville,TN,35.875925,-84.12608,"35.875925,-84.12608",5796,0
95076,Watsonville,CA,36.922902,-121.77224,"36.922902,-121.77224",4660,0
70737,Gonzales,LA,30.229237,-90.92251,"30.229237,-90.92251",6922,1
07731,Howell,NJ,40.146597,-74.20815,"40.146597,-74.20815",6634,0
11434,Jamaica,NY,40.674888,-73.7727,"40.674888,-73.7727",4123,0
60102,Algonquin,IL,42.17315,-88.31849,"42.17315,-88.31849",7523,0
55744,Grand Rapids,MN,47.243062,-93.52599,"47.243062,-93.52599",7286,0
91915,Chula Vista,CA,32.638072,-116.95195,"32.638072,-116.95195",6364,0
60014,Crystal Lake,IL,42.226623,-88.33066,"42.226623,-88.33066",6789,0
44136,Strongsville,OH,41.312752,-81.83197,"41.312752,-81.83197",5274,0
47150,New Albany,IN,38.30382,-85.82522,"38.30382,-85.82522",5629,0
37343,Hixson,TN,35.167987,-85.21158,"35.167987,-85.21158",4681,0
10532,Hawthorne,NY,41.103664,-73.7958,"41.103664,-73.7958",5576,0
44056,Macedonia,OH,41.321189,-81.50135,"41.321189,-81.50135",6236,0
44202,Aurora,OH,41.320612,-81.36352,"41.320612,-81.36352",5233,0
33018,Hialeah,FL,25.895557,-80.35509,"25.895557,-80.35509",4691,0
60517,Woodridge,IL,41.75253,-88.04864,"41.75253,-88.04864",5320,0
75023,Plano,TX,33.054671,-96.73506,"33.054671,-96.73506",6107,0
07310,Jersey City,NJ,40.731901,-74.0402,"40.731901,-74.0402",6538,1
60415,Chicago Ridge,IL,41.702482,-87.77869,"41.702482,-87.77869",5502,0
14624,Rochester,NY,43.127195,-77.72465,"43.127195,-77.72465",6589,0
96766,Lihue,HI,21.98081,-159.37746,"21.98081,-159.37746",6273,0
07860,Newton,NJ,41.0714,-74.80199,"41.0714,-74.80199",7678,0
84106,Salt Lake City,UT,40.706246,-111.85657,"40.706246,-111.85657",7310,0
93455,Santa Maria,CA,34.87455,-120.42806,"34.87455,-120.42806",7749,0
21040,Edgewood,MD,39.427058,-76.30183,"39.427058,-76.30183",4382,0
10451,Bronx,NY,40.819729,-73.9223,"40.819729,-73.9223",6264,0
35768,Scottsboro,AL,34.712327,-86.08387,"34.712327,-86.08387",7344,0
12866,Saratoga Springs,NY,43.080399,-73.77038,"43.080399,-73.77038",6915,0
16509,Erie,PA,42.074056,-80.06927,"42.074056,-80.06927",7239,0
28314,Fayetteville,NC,35.060087,-79.00848,"35.060087,-79.00848",7741,0
94014,Daly City,CA,37.699182,-122.45035,"37.699182,-122.45035",4508,0
30286,Thomaston,GA,32.895794,-84.33084,"32.895794,-84.33084",7137,0
49770,Petoskey,MI,45.360111,-84.93774,"45.360111,-84.93774",7863,0
92677,Laguna Niguel,CA,33.531938,-117.7025,"33.531938,-117.7025",7272,0
89512,Reno,NV,39.54641,-119.79664,"39.54641,-119.79664",5408,0
60074,Palatine,IL,42.143819,-88.02546,"42.143819,-88.02546",5111,0
96732,Kahului,HI,20.883951,-156.46579,"20.883951,-156.46579",7877,1
07036,Linden,NJ,40.633953,-74.25339,"40.633953,-74.25339",5391,0
62269,O Fallon,IL,38.589849,-89.91207,"38.589849,-89.91207",6495,0
92154,San Diego,CA,32.574398,-117.05633,"32.574398,-117.05633",6458,0
02726,Somerset,MA,41.754828,-71.14894,"41.754828,-71.14894",4729,0
07012,Clifton,NJ,40.847922,-74.1579,"40.847922,-74.1579",5369,0
70068,La Place,LA,30.073941,-90.48516,"30.073941,-90.48516",7206,0
77565,Kemah,TX,29.541285,-95.02996,"29.541285,-95.02996",6264,0
95687,Vacaville,CA,38.34401,-121.95333,"38.34401,-121.95333",5527,0
60629,Chicago,IL,41.777482,-87.71155,"41.777482,-87.71155",6511,0
27406,Greensboro,NC,36.022863,-79.77895,"36.022863,-79.77895",5125,0
30127,Powder Springs,GA,33.874553,-84.68784,"33.874553,-84.68784",5321,0
31322,Pooler,GA,32.110421,-81.24568,"32.110421,-81.24568",5937,0
45030,Harrison,OH,39.257936,-84.77001,"39.257936,-84.77001",7952,0
80112,Englewood,CO,39.579454,-104.88288,"39.579454,-104.88288",7115,0
13662,Massena,NY,44.937212,-74.87693,"44.937212,-74.87693",5134,0
78654,Marble Falls,TX,30.566681,-98.30756,"30.566681,-98.30756",7525,0
91792,West Covina,CA,34.020711,-117.89932,"34.020711,-117.89932",4374,0
46032,Carmel,IN,39.970241,-86.15416,"39.970241,-86.15416",6963,0
44011,Avon,OH,41.450538,-82.02167,"41.450538,-82.02167",6799,0
55318,Chaska,MN,44.809954,-93.6105,"44.809954,-93.6105",5814,0
33414,West Palm Beach,FL,26.65671,-80.25377,"26.65671,-80.25377",7437,0
60015,Deerfield,IL,42.169325,-87.86556,"42.169325,-87.86556",7979,0
94530,El Cerrito,CA,37.917774,-122.30426,"37.917774,-122.30426",6571,0
94559,Napa,CA,38.291164,-122.28671,"38.291164,-122.28671",6977,0
07876,Succasunna,NJ,40.855549,-74.65251,"40.855549,-74.65251",7975,0
92881,Corona,CA,33.839516,-117.53581,"33.839516,-117.53581",6167,0
86004,Flagstaff,AZ,35.253002,-111.44851,"35.253002,-111.44851",4282,0
48326,Auburn Hills,MI,42.661129,-83.24571,"42.661129,-83.24571",4560,0
20876,Germantown,MD,39.191769,-77.24329,"39.191769,-77.24329",7271,0
72209,Little Rock,AR,34.674192,-92.35557,"34.674192,-92.35557",4239,0
04005,Biddeford,ME,43.480704,-70.45871,"43.480704,-70.45871",6742,0
30120,Cartersville,GA,34.167327,-84.82764,"34.167327,-84.82764",4608,0
34758,Kissimmee,FL,28.178192,-81.48731,"28.178192,-81.48731",4356,0
29406,Charleston,SC,32.918757,-80.0228,"32.918757,-80.0228",5874,0
95661,Roseville,CA,38.731976,-121.2531,"38.731976,-121.2531",6647,0
01760,Natick,MA,42.290763,-71.35368,"42.290763,-71.35368",5429,0
17815,Bloomsburg,PA,41.013364,-76.43982,"41.013364,-76.43982",5534,0
01089,West Springfield,MA,42.112793,-72.64066,"42.112793,-72.64066",6562,0
49417,Grand Haven,MI,43.04117,-86.19013,"43.04117,-86.19013",7336,0
84098,Park City,UT,40.726899,-111.53674,"40.726899,-111.53674",7338,0
95825,Sacramento,CA,38.594205,-121.40726,"38.594205,-121.40726",6309,0
06457,Middletown,CT,41.553672,-72.6632,"41.553672,-72.6632",7366,1
00961,Bayamon,PR,18.412462,-66.16033,"18.412462,-66.16033",6982,0
33467,Lake Worth,FL,26.601937,-80.17921,"26.601937,-80.17921",4612,0
36526,Daphne,AL,30.620594,-87.88312,"30.620594,-87.88312",4449,0
94560,Newark,CA,37.535586,-122.03362,"37.535586,-122.03362",5653,0
85022,Phoenix,AZ,33.630497,-112.0521,"33.630497,-112.0521",4571,0
02048,Mansfield,MA,42.019982,-71.2191,"42.019982,-71.2191",7748,0
33322,Fort Lauderdale,FL,26.150863,-80.27284,"26.150863,-80.27284",4901,0
06512,East Haven,CT,41.276497,-72.87412,"41.276497,-72.87412",6309,0
04062,Windham,ME,43.810673,-70.41697,"43.810673,-70.41697",6086,0
78251,San Antonio,TX,29.466061,-98.67004,"29.466061,-98.67004",7747,0
56387,Waite Park,MN,45.550378,-94.22429,"45.550378,-94.22429",6136,0
98512,Olympia,WA,46.969793,-122.99802,"46.969793,-122.99802",5743,0
21702,Frederick,MD,39.451934,-77.442,"39.451934,-77.442",7412,0
78634,Hutto,TX,30.540874,-97.54611,"30.540874,-97.54611",6418,0
79124,Amarillo,TX,35.244819,-101.95391,"35.244819,-101.95391",5289,0
30655,Monroe,GA,33.786041,-83.69901,"33.786041,-83.69901",7204,0
80227,Denver,CO,39.668576,-105.09191,"39.668576,-105.09191",6993,0
32609,Gainesville,FL,29.713911,-82.29591,"29.713911,-82.29591",7096,0
60639,Chicago,IL,41.921431,-87.75415,"41.921431,-87.75415",5630,0
15235,Pittsburgh,PA,40.459518,-79.83277,"40.459518,-79.83277",7458,0
80015,Aurora,CO,39.623896,-104.77723,"39.623896,-104.77723",7923,0
32953,Merritt Island,FL,28.396301,-80.70198,"28.396301,-80.70198",7971,0
14020,Batavia,NY,42.996507,-78.19279,"42.996507,-78.19279",7661,0
75243,Dallas,TX,32.912225,-96.73688,"32.912225,-96.73688",5291,0
92504,Riverside,CA,33.926315,-117.40937,"33.926315,-117.40937",4397,0
30033,Decatur,GA,33.811354,-84.28335,"33.811354,-84.28335",6532,0
90248,Gardena,CA,33.870466,-118.28813,"33.870466,-118.28813",6129,0
48197,Ypsilanti,MI,42.223482,-83.63316,"42.223482,-83.63316",5178,0
12401,Kingston,NY,41.932315,-74.02259,"41.932315,-74.02259",5711,0
11901,Riverhead,NY,40.926595,-72.65327,"40.926595,-72.65327",5634,0
22030,Fairfax,VA,38.846212,-77.32787,"38.846212,-77.32787",5557,0
20601,Waldorf,MD,38.634306,-76.86008,"38.634306,-76.86008",7988,0
83704,Boise,ID,43.63123,-116.28716,"43.63123,-116.28716",5706,0
95531,Crescent City,CA,41.782681,-124.16703,"41.782681,-124.16703",7962,0
46410,Merrillville,IN,41.487369,-87.34024,"41.487369,-87.34024",6489,0
04210,Auburn,ME,44.089173,-70.24143,"44.089173,-70.24143",5169,0
17112,Harrisburg,PA,40.343261,-76.7808,"40.343261,-76.7808",4613,0
66062,Olathe,KS,38.860511,-94.77581,"38.860511,-94.77581",7316,0
19709,Middletown,DE,39.479602,-75.6932,"39.479602,-75.6932",6517,0
23060,Glen Allen,VA,37.661647,-77.52632,"37.661647,-77.52632",4183,0
46060,Noblesville,IN,40.050109,-85.99815,"40.050109,-85.99815",7684,0
77338,Humble,TX,30.005691,-95.28488,"30.005691,-95.28488",7268,0
99352,Richland,WA,46.279657,-119.28137,"46.279657,-119.28137",4111,0
96707,Kapolei,HI,21.345535,-158.08587,"21.345535,-158.08587",5250,1
35801,Huntsville,AL,34.728790000000004,-86.57316,"34.72879,-86.57316",6827,0
37604,Johnson City,TN,36.312633,-82.3802,"36.312633,-82.3802",6145,0
34112,Naples,FL,26.121546,-81.75251,"26.121546,-81.75251",6286,0
60423,Frankfort,IL,41.501178,-87.83875,"41.501178,-87.83875",6451,0
76240,Gainesville,TX,33.627942,-97.13636,"33.627942,-97.13636",7952,0
90066,Los Angeles,CA,34.002011,-118.43083,"34.002011,-118.43083",5035,0
33607,Tampa,FL,27.963798,-82.49537,"27.963798,-82.49537",7041,0
10994,West Nyack,NY,41.097529,-73.96996,"41.097529,-73.96996",5561,0
77081,Houston,TX,29.70828,-95.48361,"29.70828,-95.48361",5121,0
16602,Altoona,PA,40.50217,-78.39121,"40.50217,-78.39121",5375,0
33034,Homestead,FL,25.431506,-80.51382,"25.431506,-80.51382",6349,0
66212,Shawnee Mission,KS,38.959606,-94.68189,"38.959606,-94.68189",6822,0
84074,Tooele,UT,40.560528,-112.29455,"40.560528,-112.29455",6649,0
94538,Fremont,CA,37.527237,-121.9679,"37.527237,-121.9679",7928,0
20745,Oxon Hill,MD,38.80758,-76.99193,"38.80758,-76.99193",6541,0
28273,Charlotte,NC,35.124032,-80.93954,"35.124032,-80.93954",6598,0
85383,Peoria,AZ,33.700837,-112.244827,"33.700837,-112.244827",4051,0
76182,North Richland Hills,TX,32.771419,-97.291484,"32.771419,-97.291484",5040,0
00726,Caguas,PR,18.212965,-66.058033,"18.212965,-66.058033",7991,0
19703,Claymont,DE,39.800945,-75.46455,"39.800945,-75.46455",7802,0
77551,Galveston,TX,29.279937,-94.82683,"29.279937,-94.82683",4771,0
77584,Pearland,TX,29.543654,-95.34036,"29.543654,-95.34036",5882,0
03079,Salem,NH,42.792456,-71.21316,"42.792456,-71.21316",4430,0
30096,Duluth,GA,33.979401,-84.15118,"33.979401,-84.15118",7706,0
13021,Auburn,NY,42.922273,-76.55882,"42.922273,-76.55882",5437,0
85323,Avondale,AZ,33.454441,-112.32401,"33.454441,-112.32401",4770,0
75180,Mesquite,TX,32.72203,-96.61634,"32.72203,-96.61634",4645,0
33156,Miami,FL,25.66558,-80.30688,"25.66558,-80.30688",5401,0
86314,Prescott Valley,AZ,34.621743,-112.32176,"34.621743,-112.32176",6831,0
06514,Hamden,CT,41.357947,-72.93765,"41.357947,-72.93765",6894,0
78229,San Antonio,TX,29.499454,-98.57166,"29.499454,-98.57166",5443,0
85215,Mesa,AZ,33.479868,-111.6935,"33.479868,-111.6935",6228,0
33713,Saint Petersburg,FL,27.787904,-82.68039,"27.787904,-82.68039",5383,0
37917,Knoxville,TN,35.991982,-83.91859,"35.991982,-83.91859",7958,0
53024,Grafton,WI,43.32546,-87.94573,"43.32546,-87.94573",6311,0
08755,Toms River,NJ,40.010092,-74.23032,"40.010092,-74.23032",6739,0
10304,Staten Island,NY,40.60787,-74.08991,"40.60787,-74.08991",7430,0
84405,Ogden,UT,41.165551,-111.9675,"41.165551,-111.9675",4761,0
99654,Wasilla,AK,61.580187,-149.48821,"61.580187,-149.48821",4947,1
62002,Alton,IL,38.906065,-90.15909,"38.906065,-90.15909",7997,0
55423,Minneapolis,MN,44.877164,-93.28124,"44.877164,-93.28124",4695,0
72601,Harrison,AR,36.236984,-93.09345,"36.236984,-93.09345",4625,0
98134,Seattle,WA,47.57867,-122.33441,"47.57867,-122.33441",4395,0
33403,West Palm Beach,FL,26.802139,-80.07032,"26.802139,-80.07032",6499,0
48661,West Branch,MI,44.288158,-84.21162,"44.288158,-84.21162",5741,0
44256,Medina,OH,41.139849,-81.85646,"41.139849,-81.85646",7962,0
45213,Cincinnati,OH,39.180893,-84.41881,"39.180893,-84.41881",7383,0
33323,Fort Lauderdale,FL,26.156854,-80.31408,"26.156854,-80.31408",7672,0
48167,Northville,MI,42.425506,-83.48945,"42.425506,-83.48945",6555,0
30093,Norcross,GA,33.909952,-84.1794,"33.909952,-84.1794",7324,0
14219,Buffalo,NY,42.790708,-78.82717,"42.790708,-78.82717",4504,0
21227,Halethorpe,MD,39.241957,-76.67712,"39.241957,-76.67712",5860,0
28213,Charlotte,NC,35.280464,-80.75678,"35.280464,-80.75678",7189,0
02601,Hyannis,MA,41.654741,-70.2895,"41.654741,-70.2895",6419,0
75087,Rockwall,TX,32.93382,-96.45446,"32.93382,-96.45446",7542,0
60031,Gurnee,IL,42.375821,-87.93517,"42.375821,-87.93517",5209,0
32168,New Smyrna Beach,FL,29.016897,-80.95736,"29.016897,-80.95736",6397,0
13090,Liverpool,NY,43.152017,-76.22068,"43.152017,-76.22068",6662,0
98052,Redmond,WA,47.677471,-122.12138,"47.677471,-122.12138",4907,0
30328,Atlanta,GA,33.931746,-84.37817,"33.931746,-84.37817",7790,0
80525,Fort Collins,CO,40.532354,-105.0535,"40.532354,-105.0535",7666,0
77373,Spring,TX,30.056394,-95.38961,"30.056394,-95.38961",7308,0
32940,Melbourne,FL,28.21981,-80.69402,"28.21981,-80.69402",4003,0
33012,Hialeah,FL,25.864773,-80.30069,"25.864773,-80.30069",4165,0
84404,Ogden,UT,41.270319,-112.01932,"41.270319,-112.01932",5415,0
85541,Payson,AZ,34.243578,-111.28137,"34.243578,-111.28137",5821,0
51106,Sioux City,IA,42.466292,-96.35291,"42.466292,-96.35291",5102,1
44116,Rocky River,OH,41.475297,-81.84575,"41.475297,-81.84575",7851,0
32904,Melbourne,FL,28.073891,-80.67167,"28.073891,-80.67167",7017,0
91307,West Hills,CA,34.197737,-118.64797,"34.197737,-118.64797",4523,0
55441,Minneapolis,MN,45.001997,-93.42421,"45.001997,-93.42421",6832,0
79109,Amarillo,TX,35.171903,-101.87581,"35.171903,-101.87581",7132,0
55432,Minneapolis,MN,45.095674,-93.25336,"45.095674,-93.25336",6683,0
49022,Benton Harbor,MI,42.10809,-86.41801,"42.10809,-86.41801",4103,0
21133,Randallstown,MD,39.376372,-76.79916,"39.376372,-76.79916",5727,0
23666,Hampton,VA,37.050946,-76.40711,"37.050946,-76.40711",4699,0
48089,Warren,MI,42.467086,-82.99866,"42.467086,-82.99866",6177,0
34769,Saint Cloud,FL,28.24934,-81.28749,"28.24934,-81.28749",5938,0
85260,Scottsdale,AZ,33.606004,-111.88699,"33.606004,-111.88699",7765,0
75901,Lufkin,TX,31.330567,-94.68667,"31.330567,-94.68667",5308,0
06110,W Hartford,CT,41.7313,-72.73374,"41.7313,-72.73374",4448,0
04330,Augusta,ME,44.344406,-69.76345,"44.344406,-69.76345",4853,1
98042,Kent,WA,47.363382,-122.11451,"47.363382,-122.11451",7800,0
95605,West Sacramento,CA,38.592155,-121.52805,"38.592155,-121.52805",5609,0
33010,Hialeah,FL,25.832374,-80.27874,"25.832374,-80.27874",6952,0
14623,Rochester,NY,43.087613,-77.6352,"43.087613,-77.6352",7467,0
15275,Pittsburgh,PA,40.44952,-80.179475,"40.44952,-80.179475",6524,0
